2026-04-19 00:07:35 | INFO     | GATv2:126 | PPO调度环境初始化完成 (动作空间=2: 批准/拒绝)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:05 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:05 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:05 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:05 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:05 | INFO     | GATv2:126 | Episode 35/100, Avg Reward: 76.70, Accuracy: 97.8%, Avg Loss: 388.4834, Steps/ep: ~2
2026-04-19 00:10:05 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:05 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:05 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:05 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:05 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:05 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:05 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:05 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:05 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:05 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:06 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:06 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:06 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:06 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:06 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:06 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:06 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:06 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:06 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:06 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:06 | INFO     | GATv2:126 | Episode 40/100, Avg Reward: 105.20, Accuracy: 100.0%, Avg Loss: 652.8663, Steps/ep: ~20
2026-04-19 00:10:06 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:06 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:06 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:06 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:06 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:06 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:06 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:06 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:06 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:06 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:07 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:07 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:07 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:07 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:07 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:07 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:07 | INFO     | GATv2:126 | Episode 45/100, Avg Reward: 96.10, Accuracy: 100.0%, Avg Loss: 830.5623, Steps/ep: ~3
2026-04-19 00:10:07 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:07 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:07 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:07 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:07 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:07 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:08 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:08 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:08 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:08 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:08 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:08 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:08 | INFO     | GATv2:126 | Episode 50/100, Avg Reward: 94.90, Accuracy: 100.0%, Avg Loss: 679.0436, Steps/ep: ~22
2026-04-19 00:10:08 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:08 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:08 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:08 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:08 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:08 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:08 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:08 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:09 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:09 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:09 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:09 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:09 | INFO     | GATv2:126 | Episode 55/100, Avg Reward: 75.50, Accuracy: 100.0%, Avg Loss: 395.2661, Steps/ep: ~5
2026-04-19 00:10:09 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:09 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:09 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:09 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:09 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:09 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:09 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:09 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:09 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:09 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:10 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:10 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:10 | INFO     | GATv2:126 | Episode 60/100, Avg Reward: 121.80, Accuracy: 97.8%, Avg Loss: 876.8437, Steps/ep: ~17
2026-04-19 00:10:10 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:10 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:10 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:10 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:10 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:10 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:10 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:10 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:10 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:10 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:10 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:10 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:11 | INFO     | GATv2:126 | Episode 65/100, Avg Reward: 34.90, Accuracy: 100.0%, Avg Loss: 162.5818, Steps/ep: ~10
2026-04-19 00:10:11 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:11 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:11 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:11 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:11 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:11 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:11 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:11 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:11 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:11 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:11 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:11 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:12 | INFO     | GATv2:126 | Episode 70/100, Avg Reward: 83.90, Accuracy: 100.0%, Avg Loss: 423.7092, Steps/ep: ~14
2026-04-19 00:10:12 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:12 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:12 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:12 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:12 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:12 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:12 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:12 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:12 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:12 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:12 | INFO     | GATv2:126 | Episode 75/100, Avg Reward: 77.20, Accuracy: 100.0%, Avg Loss: 391.6254, Steps/ep: ~4
2026-04-19 00:10:12 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:12 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:12 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:12 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:13 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:13 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:13 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:13 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:13 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:13 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:13 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:13 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:13 | INFO     | GATv2:126 | Episode 80/100, Avg Reward: 81.30, Accuracy: 100.0%, Avg Loss: 577.9129, Steps/ep: ~21
2026-04-19 00:10:13 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:13 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:13 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:13 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:13 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:13 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:14 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:14 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:14 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:14 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:14 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:14 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:14 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:14 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:14 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:14 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:14 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:14 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:14 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:14 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
2026-04-19 00:10:14 | INFO     | GATv2:126 | 标签分布: 批准=22, 拒绝=0
2026-04-19 00:10:14 | INFO     | GATv2:126 | Episode 85/100, Avg Reward: 75.70, Accuracy: 100.0%, Avg Loss: 455.2674, Steps/ep: ~3
2026-04-19 00:10:14 | INFO     | GATv2:126 | 重置PPO调度环境... (mode=训练)
2026-04-19 00:10:14 | INFO     | GATv2:126 | 加载调度环境数据...
2026-04-19 00:10:14 | INFO     | GATv2:126 | 加载已完成预约 22 条作为训练数据 (批准=22, 拒绝=0)
2026-04-19 00:10:14 | INFO     | GATv2:126 | 环境重置完成: 设备数=6, 请求数=22, 模式=训练
